filename,label,timestamp
raw/CAT_00/00000001_000.jpg,no_pain,2026-03-04T11:18:33.774834
raw/CAT_00/00000001_005.jpg,no_pain,2026-03-04T11:18:37.639969
raw/CAT_00/00000001_012.jpg,pain,2026-03-04T11:21:09.279418
raw/CAT_00/00000001_016.jpg,no_pain,2026-03-04T11:21:15.024057
raw/CAT_00/00000001_017.jpg,no_pain,2026-03-04T11:21:17.419240
raw/CAT_00/00000001_020.jpg,no_pain,2026-03-04T11:21:37.747549
raw/CAT_00/00000001_024.jpg,no_pain,2026-03-04T11:21:39.621582
raw/CAT_00/00000001_029.jpg,no_pain,2026-03-04T11:21:47.969153
raw/CAT_00/00000002_001.jpg,pain,2026-03-04T11:22:23.226123
raw/CAT_00/00000002_003.jpg,no_pain,2026-03-04T11:22:40.283347
raw/CAT_00/00000003_007.jpg,pain,2026-03-04T11:27:36.818713
raw/CAT_00/00000003_009.jpg,pain,2026-03-04T11:27:41.155478
raw/CAT_00/00000003_012.jpg,no_pain,2026-03-04T11:27:44.294127
raw/CAT_00/00000003_015.jpg,pain,2026-03-04T11:41:34.202924
raw/CAT_00/00000003_020.jpg,no_pain,2026-03-04T11:41:53.072954
raw/CAT_00/00000003_026.jpg,no_pain,2026-03-04T11:51:22.640014
raw/CAT_00/00000003_029.jpg,no_pain,2026-03-04T11:51:36.336464
raw/CAT_00/00000004_003.jpg,no_pain,2026-03-04T11:51:38.871118
raw/CAT_00/00000004_008.jpg,pain,2026-03-04T11:54:54.457088
raw/CAT_00/00000004_018.jpg,pain,2026-03-04T11:55:24.186656
raw/CAT_00/00000004_028.jpg,no_pain,2026-03-04T11:55:29.824446
raw/CAT_00/00000005_000.jpg,no_pain,2026-03-04T11:55:31.072478
raw/CAT_00/00000005_001.jpg,no_pain,2026-03-04T11:55:34.086421
raw/CAT_00/00000005_022.jpg,pain,2026-03-04T11:55:46.734291
raw/CAT_00/00000005_023.jpg,no_pain,2026-03-04T11:55:50.136388
raw/CAT_00/00000006_024.jpg,no_pain,2026-03-04T11:56:25.641261
raw/CAT_00/00000007_002.jpg,no_pain,2026-03-04T11:57:30.683332
raw/CAT_00/00000007_004.jpg,no_pain,2026-03-04T11:57:37.327758
raw/CAT_00/00000007_006.jpg,no_pain,2026-03-04T11:57:42.038286
raw/CAT_00/00000007_008.jpg,no_pain,2026-03-04T11:57:45.896924
raw/CAT_00/00000007_013.jpg,no_pain,2026-03-04T11:57:51.217873
raw/CAT_00/00000007_015.jpg,pain,2026-03-04T11:58:04.087706
raw/CAT_00/00000008_029.jpg,pain,2026-03-04T12:00:42.133036
raw/CAT_00/00000010_003.jpg,no_pain,2026-03-04T12:01:46.197232
raw/CAT_00/00000010_028.jpg,no_pain,2026-03-04T12:02:02.986792
raw/CAT_00/00000010_029.jpg,no_pain,2026-03-04T12:02:14.083998
raw/CAT_00/00000011_001.jpg,no_pain,2026-03-04T12:02:15.629122
raw/CAT_00/00000011_003.jpg,no_pain,2026-03-04T12:02:19.752876
raw/CAT_00/00000011_004.jpg,no_pain,2026-03-04T12:02:20.909029
raw/CAT_00/00000011_014.jpg,no_pain,2026-03-04T12:05:22.453079
raw/CAT_00/00000011_015.jpg,no_pain,2026-03-04T12:05:28.589878
raw/CAT_00/00000011_020.jpg,no_pain,2026-03-04T12:05:38.203369
raw/CAT_00/00000012_028.jpg,pain,2026-03-04T12:06:59.355991
raw/CAT_00/00000013_006.jpg,no_pain,2026-03-04T12:10:46.662488
raw/CAT_00/00000013_009.jpg,no_pain,2026-03-04T12:10:57.990365
raw/CAT_00/00000013_011.jpg,no_pain,2026-03-04T12:11:02.791733
raw/CAT_00/00000013_017.jpg,no_pain,2026-03-04T12:11:06.601625
raw/CAT_00/00000013_021.jpg,no_pain,2026-03-04T12:11:11.058349
raw/CAT_00/00000013_025.jpg,no_pain,2026-03-04T12:12:04.801474
raw/CAT_00/00000013_026.jpg,pain,2026-03-04T12:12:31.696469
raw/CAT_00/00000013_029.jpg,no_pain,2026-03-04T12:12:49.952533
raw/CAT_00/00000014_003.jpg,no_pain,2026-03-04T12:12:56.134486
raw/CAT_00/00000014_027.jpg,no_pain,2026-03-04T12:12:57.885333
raw/CAT_00/00000015_000.jpg,no_pain,2026-03-04T12:13:10.966847
raw/CAT_00/00000015_013.jpg,no_pain,2026-03-04T12:13:42.860565
raw/CAT_00/00000015_016.jpg,pain,2026-03-04T12:13:55.352596
raw/CAT_00/00000015_019.jpg,no_pain,2026-03-04T12:14:05.188693
raw/CAT_00/00000015_021.jpg,pain,2026-03-04T12:14:18.468524
raw/CAT_00/00000016_027.jpg,no_pain,2026-03-04T12:16:03.817195
raw/CAT_00/00000017_003.jpg,no_pain,2026-03-04T12:16:10.217633
raw/CAT_00/00000017_007.jpg,no_pain,2026-03-04T12:16:19.158811
raw/CAT_00/00000017_019.jpg,no_pain,2026-03-04T12:16:39.080018
raw/CAT_00/00000018_025.jpg,no_pain,2026-03-04T12:16:51.081001
raw/CAT_00/00000019_000.jpg,no_pain,2026-03-04T12:17:11.223261
raw/CAT_00/00000019_004.jpg,no_pain,2026-03-04T12:17:16.908905
raw/CAT_00/00000019_010.jpg,no_pain,2026-03-04T12:17:27.710361
raw/CAT_00/00000019_020.jpg,no_pain,2026-03-04T12:17:35.477649
raw/CAT_00/00000019_022.jpg,no_pain,2026-03-04T12:18:42.261240
raw/CAT_00/00000020_005.jpg,no_pain,2026-03-04T12:19:03.411331
raw/CAT_00/00000020_018.jpg,no_pain,2026-03-04T12:19:26.722192
raw/CAT_00/00000021_019.jpg,no_pain,2026-03-04T12:19:34.476758
raw/CAT_00/00000022_008.jpg,pain,2026-03-04T12:19:50.808624
raw/CAT_00/00000022_010.jpg,pain,2026-03-04T12:20:09.215941
raw/CAT_00/00000022_011.jpg,pain,2026-03-04T12:20:22.445476
raw/CAT_00/00000022_013.jpg,no_pain,2026-03-04T12:20:27.380727
raw/CAT_00/00000022_021.jpg,no_pain,2026-03-04T12:20:32.137062
raw/CAT_00/00000022_028.jpg,no_pain,2026-03-04T12:20:39.650877
raw/CAT_00/00000023_001.jpg,pain,2026-03-04T12:20:43.835413
raw/CAT_00/00000023_011.jpg,pain,2026-03-04T12:20:57.964768
raw/CAT_00/00000023_020.jpg,no_pain,2026-03-04T12:20:59.918150
raw/CAT_00/00000023_025.jpg,no_pain,2026-03-04T12:21:01.886329
raw/CAT_00/00000024_018.jpg,pain,2026-03-04T12:21:44.884136
raw/CAT_00/00000024_024.jpg,no_pain,2026-03-04T12:21:52.793063
raw/CAT_00/00000025_013.jpg,no_pain,2026-03-04T12:21:58.852350
raw/CAT_00/00000025_029.jpg,no_pain,2026-03-04T12:22:34.312997
raw/CAT_00/00000026_008.jpg,pain,2026-03-04T12:22:53.949653
raw/CAT_00/00000026_009.jpg,pain,2026-03-04T12:23:01.809700
raw/CAT_00/00000026_015.jpg,pain,2026-03-04T12:23:44.980295
raw/CAT_00/00000026_020.jpg,no_pain,2026-03-04T12:23:51.681438
